chemical_id,raw_name,normalized_name,pert_ids,chemical_roles,seen_splits,first_seen_split,seen_in_train,seen_in_validation,seen_in_test,n_metadata_rows,query_name,used_alias,match_source,candidate_cids,pubchem_cid,pubchem_query_endpoint,query_date,raw_response_sha256,pubchem_smiles_field,canonical_smiles,isomeric_smiles,inchikey,molecular_formula,pubchem_title,mapping_status,mapping_confidence,special_control_type,cas_number,structure_issue,decision_reason,raw_structure_smiles,raw_structure_inchikey,parent_smiles,parent_inchikey,standardization_operations,structure_valid
Harmine hydrochloride,Harmine hydrochloride,Harmine hydrochloride,#22,train,train|val_strain_only|val_time|test_strain_only|test_time,train,True,True,True,144,Harmine hydrochloride,Harmine hydrochloride,manual_override+pubchem_name_synonym,5359389,5359389,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/5359389/property/ConnectivitySMILES,SMILES,InChIKey,MolecularFormula,IUPACName,Title/JSON",2026-08-13,4be1ba5f753bf8a2ea0178ead5abe67d8125460e728eb672aba8d66672db8b48|ffb94f7bfff19f8af3f15be9a84a657bba100117c2b4bd5b73108c3f8a6f4b77|06214d5a621a1541c55b31fff4a98a07180edc389cee42ab65a55abb7b233511,ConnectivitySMILES|SMILES,CC1=NC=CC2=C1NC3=C2C=CC(=C3)OC.Cl,CC1=NC=CC2=C1NC3=C2C=CC(=C3)OC.Cl,VNPLYCKZIUTKJM-UHFFFAOYSA-N,C13H13ClN2O,Harmine Hydrochloride,confirmed,medium,,,multicomponent_or_salt,Exact hydrochloride entry selected; chloride removal for model parent is explicitly approved while raw salt is retained.,CC1=NC=CC2=C1NC3=C2C=CC(=C3)OC.Cl,VNPLYCKZIUTKJM-UHFFFAOYSA-N,COc1ccc2c(c1)[nH]c1c(C)nccc12,BXNJHAXVSOCGBA-UHFFFAOYSA-N,Chem.MolFromSmiles(sanitize=True); rdMolStandardize.Cleanup(default parameters); rdMolStandardize.FragmentParent(default parameters; manually approved); Chem.SanitizeMol; Chem.GetSymmSSSR,True
Hoechst 33258,Hoechst 33258,Hoechst 33258,#23,train,train|val_strain_only|val_time|test_strain_only|test_time,train,True,True,True,143,Hoechst 33258,Hoechst 33258,manual_override+pubchem_name_synonym,2392|31953|182069|448194|135705211,135705211,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/135705211/property/ConnectivitySMILES,SMILES,InChIKey,MolecularFormula,IUPACName,Title/JSON",2026-08-13,10df00d0803a6da8ee2d643a17fd4f6a5af316a0dd13b8eafe52d06878e718ee|9e5d934e9c55f95e9365fe10aaa0c8a1aeeec99475b237956523b716e41c881b|5ff41082cbca1734dea8c4a6c0ccdcc4e5cfc48d4213e90ea0f20d2f39a1c33f|9a10212c38412c84ac832e48241c40af63b35b7a46652ed1037b60681cbb67ee|09af99178811af5256bb36d62274dbd7888a1d440bce9eff3297a89851b9fabd|e5b31de2909558a584cfb719f3d311785aa85ebca4dc61b99f60b512e76f1326|54c36af5fcba86e18d9b2ff9d9be4227e68c86a6339babc3d2a6f82f24a6d080|073aba78022bf4e259856ad9b29822930f0da0b59d0277aa32b45bf2a41b3624|cc2fb107479c4fe36131494e6931a936cfcaff5168e70c5d17fa95140686ed9f|5b7de9a898c0c81414dbaef1c75e51c452735428675eade557b5159d73318fe6|60107f7f468267fa3254dab71b8f9bc639fe299a2bbb5fe08371555ce27e79fd,ConnectivitySMILES|SMILES,CN1CCN(CC1)C2=CC3=C(C=C2)N=C(N3)C4=CC5=C(C=C4)N=C(N5)C6=CC=C(C=C6)O.O.Cl.Cl.Cl,CN1CCN(CC1)C2=CC3=C(C=C2)N=C(N3)C4=CC5=C(C=C4)N=C(N5)C6=CC=C(C=C6)O.O.Cl.Cl.Cl,MZWWAGMOVQUICZ-UHFFFAOYSA-N,C25H29Cl3N6O2,Hoechst 33258,confirmed,medium,,,multiple_candidate_cids|multicomponent_or_salt,Selected the candidate whose PubChem title is exactly Hoechst 33258; salt/hydrate removal is explicit and raw structure is retained.,CN1CCN(CC1)C2=CC3=C(C=C2)N=C(N3)C4=CC5=C(C=C4)N=C(N5)C6=CC=C(C=C6)O.O.Cl.Cl.Cl,MZWWAGMOVQUICZ-UHFFFAOYSA-N,CN1CCN(c2ccc3nc(-c4ccc5nc(-c6ccc(O)cc6)[nH]c5c4)[nH]c3c2)CC1,INAAIJLSXJJHOZ-UHFFFAOYSA-N,Chem.MolFromSmiles(sanitize=True); rdMolStandardize.Cleanup(default parameters); rdMolStandardize.FragmentParent(default parameters; manually approved); Chem.SanitizeMol; Chem.GetSymmSSSR,True
Hydroxyurea,Hydroxyurea,Hydroxyurea,#14,val,val_chem_only|val_both|test_both,val_chem_only,False,True,True,426,Hydroxyurea,Hydroxyurea,manual_override+pubchem_name_synonym,3657,3657,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/3657/property/ConnectivitySMILES,SMILES,InChIKey,MolecularFormula,IUPACName,Title/JSON",2026-08-13,c8db189d4cd86f4e903f37327fe1ba94a57801002c9c4fd8a523c20d51d98135|54866b3d65ac4a93899b238f07c044db54b8e3f5eee3f7bf5c3940ecaaa2b692|bceb41a7a2d6a92fe18e471eae1eda77f96593fdbfde17df7a40f03ad62a07e6,ConnectivitySMILES|SMILES,C(=O)(N)NO,C(=O)(N)NO,VSNHCAURESNICA-UHFFFAOYSA-N,CH4N2O2,Hydroxyurea,confirmed,high,,,,Exact name resolves uniquely and PubChem title agrees.,C(=O)(N)NO,VSNHCAURESNICA-UHFFFAOYSA-N,NC(=O)NO,VSNHCAURESNICA-UHFFFAOYSA-N,Chem.MolFromSmiles(sanitize=True); rdMolStandardize.Cleanup(default parameters); Chem.SanitizeMol; Chem.GetSymmSSSR,True
Hygromycin B,Hygromycin B,Hygromycin B,#24,test,test_chem_only|test_both,test_chem_only,False,False,True,144,Hygromycin B,Hygromycin B,manual_override+pubchem_name_synonym,56928061,56928061,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/56928061/property/ConnectivitySMILES,SMILES,InChIKey,MolecularFormula,IUPACName,Title/JSON",2026-08-13,45f536aeb0e339fcd08373eaae929d91e967cddf1631ce1c3dc844c590d1fa12|3a88035760506e8114ae105c0c43f0920776c77b46f5e08e297947229fd83bb0|675a114b75ec923d19c82196828136d134809b9a4b5692e48b1a91ee03bf2da0,ConnectivitySMILES|SMILES,CNC1CC(C(C(C1O)OC2C3C(C(C(O2)CO)O)OC4(O3)C(C(C(C(O4)C(CO)N)O)O)O)O)N,CN[C@H]1C[C@H]([C@@H]([C@H]([C@@H]1O)O[C@H]2[C@@H]3[C@H]([C@H]([C@H](O2)CO)O)OC4(O3)[C@@H]([C@H]([C@H]([C@H](O4)[C@H](CO)N)O)O)O)O)N,GRRNUXAQVGOGFE-HUCHGKBZSA-N,C20H37N3O13,Hygromycin B,confirmed,high,,,stereochemistry,Exact name resolves uniquely and PubChem title agrees.,CN[C@H]1C[C@H]([C@@H]([C@H]([C@@H]1O)O[C@H]2[C@@H]3[C@H]([C@H]([C@H](O2)CO)O)OC4(O3)[C@@H]([C@H]([C@H]([C@H](O4)[C@H](CO)N)O)O)O)O)N,GRRNUXAQVGOGFE-HUCHGKBZSA-N,CN[C@H]1C[C@@H](N)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@@H]3OC4(O[C@H]23)O[C@H]([C@@H](N)CO)[C@H](O)[C@H](O)[C@H]4O)[C@@H]1O,GRRNUXAQVGOGFE-HUCHGKBZSA-N,Chem.MolFromSmiles(sanitize=True); rdMolStandardize.Cleanup(default parameters); Chem.SanitizeMol; Chem.GetSymmSSSR,True
LY 294002 hydrochloride,LY 294002 hydrochloride,LY 294002 hydrochloride,#25,train,train|val_strain_only|val_time|test_strain_only|test_time,train,True,True,True,144,LY 294002 hydrochloride,LY 294002 hydrochloride,manual_override+pubchem_name_synonym,11957589,11957589,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/11957589/property/ConnectivitySMILES,SMILES,InChIKey,MolecularFormula,IUPACName,Title/JSON",2026-08-13,b98be635acf9f07eddec213e609dbc70e82d8b6769a018300c86843b54b23e68|b98be635acf9f07eddec213e609dbc70e82d8b6769a018300c86843b54b23e68|c211dd17bf5792e8dc04519ab0cd67a7fc964f7a9224dffa0e3fffc0c34e9df9|737324313869bebf7344329583adce478a09b0a3f49085ace8efb4272f16ad91,ConnectivitySMILES|SMILES,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC=C4.Cl,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC=C4.Cl,OQZQSRICUOWBLW-UHFFFAOYSA-N,C19H18ClNO3,2-Morpholin-4-yl-8-phenylchromen-4-one;hydrochloride,confirmed,medium,,,multicomponent_or_salt,Spaced and compact aliases agree on the hydrochloride entry; chloride removal is explicit and raw salt is retained.,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC=C4.Cl,OQZQSRICUOWBLW-UHFFFAOYSA-N,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,CZQHHVNHHHRRDU-UHFFFAOYSA-N,Chem.MolFromSmiles(sanitize=True); rdMolStandardize.Cleanup(default parameters); rdMolStandardize.FragmentParent(default parameters; manually approved); Chem.SanitizeMol; Chem.GetSymmSSSR,True
MMS,MMS,MMS,#4|#47,test,test_chem_only|test_both,test_chem_only,False,False,True,522,MMS,MMS,manual_override+pubchem_name_synonym,4156,4156,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/4156/property/ConnectivitySMILES,SMILES,InChIKey,MolecularFormula,IUPACName,Title/JSON",2026-08-13,62ffd90f2af1ba006c346cb2a0f484369e74a93c26394b93a8b2578fd477551a|62ffd90f2af1ba006c346cb2a0f484369e74a93c26394b93a8b2578fd477551a|42504f76143bf164388bd9774c17f5f2be091a0407282fb435b68699c8e65ae8|71afd2480cc6d9a2dd19616bd727b35c8ba49668249fb59baddb0c32d18bdc05,ConnectivitySMILES|SMILES,COS(=O)(=O)C,COS(=O)(=O)C,MBABOKRGFJTBAE-UHFFFAOYSA-N,C2H6O3S,Methyl Methanesulfonate,confirmed,high,,,,Abbreviation and methyl methanesulfonate alias both resolve to CID 4156.,COS(=O)(=O)C,MBABOKRGFJTBAE-UHFFFAOYSA-N,COS(C)(=O)=O,MBABOKRGFJTBAE-UHFFFAOYSA-N,Chem.MolFromSmiles(sanitize=True); rdMolStandardize.Cleanup(default parameters); Chem.SanitizeMol; Chem.GetSymmSSSR,True
NaCl,NaCl,NaCl,#13,train,train|val_strain_only|val_time|test_strain_only|test_time,train,True,True,True,426,NaCl,NaCl,manual_override+pubchem_name_synonym,5234,5234,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/5234/property/ConnectivitySMILES,SMILES,InChIKey,MolecularFormula,IUPACName,Title/JSON",2026-08-13,17e6c669d7dc8761406df278844035b4548c363c3d69c00298e5aa7d5ea60566|9e0d9f9ab938a48c8b351342a050a9f2c4ed944dedbe1c3896b6338597321fa1|1fa61a76d0d0631dcba17a608f5397d91ec1279c611744145cecd860bbc16b8d,ConnectivitySMILES|SMILES,[Na+].[Cl-],[Na+].[Cl-],FAPWRFPIFSIZLT-UHFFFAOYSA-M,ClNa,Sodium Chloride,confirmed,high,,,multicomponent_or_salt|身份已确认，但当前 Morgan/RDKit 特征体系不适用,"Identity confirmed as sodium chloride CID 5234. The intact [Na+].[Cl-] ionic structure is retained; the current ordinary-organic Morgan/RDKit feature system is not applicable, so explicit zero-feature fallback is used without selecting one ion or removing salt.",[Na+].[Cl-],FAPWRFPIFSIZLT-UHFFFAOYSA-M,,,identity confirmed; full PubChem structure retained; RDKit/Morgan feature generation disabled,False
Neomycin B,Neomycin B,Neomycin B,#26,test,test_chem_only|test_both,test_chem_only,False,False,True,143,Neomycin B,Neomycin B,manual_override+pubchem_name_synonym,8378,8378,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/8378/property/ConnectivitySMILES,SMILES,InChIKey,MolecularFormula,IUPACName,Title/JSON",2026-08-13,061356a11a84a38619d780ee316928f6908d70a01f4fb210a6c500b33dbc7c22|e8ed4783914eedabdf99e6fe48b721fcc7c47f0f68ad90818fdb69956d121b4a|cfad7341df526af4a1b3c7b6a6923b7fa9f7cfc6e1aa2bc6b4034282c374a1f9,ConnectivitySMILES|SMILES,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)N)O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O[C@@H]4[C@@H]([C@H]([C@@H]([C@@H](O4)CN)O)O)N)O)O)N,PGBHMTALBVVCIT-VCIWKGPPSA-N,C23H46N6O13,Neomycin,confirmed,high,,,stereochemistry,Exact synonym resolves uniquely to PubChem Neomycin CID 8378.,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)N)O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O[C@@H]4[C@@H]([C@H]([C@@H]([C@@H](O4)CN)O)O)N)O)O)N,PGBHMTALBVVCIT-VCIWKGPPSA-N,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,PGBHMTALBVVCIT-VCIWKGPPSA-N,Chem.MolFromSmiles(sanitize=True); rdMolStandardize.Cleanup(default parameters); Chem.SanitizeMol; Chem.GetSymmSSSR,True
Nigericin,Nigericin,Nigericin,#27,train,train|val_strain_only|val_time|test_strain_only|test_time,train,True,True,True,144,Nigericin,Nigericin,manual_override+pubchem_name_synonym,34230,34230,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/34230/property/ConnectivitySMILES,SMILES,InChIKey,MolecularFormula,IUPACName,Title/JSON",2026-08-13,8ddeab142be60a6863b81bc47c27f2cb056cc1c0007bcef9a86628e54afe8c41|c0c1b4535152adb31252a3065cbcaf4840291545bf76128c87212a53eac59d30|b94a5078350e9a427453acdab383f323bd2969e906f17a155d7b852766cae7a0,ConnectivitySMILES|SMILES,CC1CCC(OC1C(C)C(=O)O)CC2CC(C(C3(O2)C(CC(O3)(C)C4CCC(O4)(C)C5C(CC(O5)C6C(CC(C(O6)(CO)O)C)C)C)C)C)OC,C[C@H]1CC[C@@H](O[C@H]1[C@@H](C)C(=O)O)C[C@@H]2C[C@H]([C@H]([C@@]3(O2)[C@@H](C[C@@](O3)(C)[C@H]4CC[C@@](O4)(C)[C@H]5[C@H](C[C@@H](O5)[C@@H]6[C@H](C[C@H]([C@@](O6)(CO)O)C)C)C)C)C)OC,DANUORFCFTYTSZ-SJSJOXFOSA-N,C40H68O11,Nigericin,confirmed,high,,,stereochemistry,Exact name resolves uniquely and PubChem title agrees.,C[C@H]1CC[C@@H](O[C@H]1[C@@H](C)C(=O)O)C[C@@H]2C[C@H]([C@H]([C@@]3(O2)[C@@H](C[C@@](O3)(C)[C@H]4CC[C@@](O4)(C)[C@H]5[C@H](C[C@@H](O5)[C@@H]6[C@H](C[C@H]([C@@](O6)(CO)O)C)C)C)C)C)OC,DANUORFCFTYTSZ-SJSJOXFOSA-N,CO[C@@H]1C[C@@H](C[C@H]2CC[C@H](C)[C@H]([C@@H](C)C(=O)O)O2)O[C@]2(O[C@](C)([C@H]3CC[C@@](C)([C@@H]4O[C@@H]([C@H]5O[C@@](O)(CO)[C@H](C)C[C@@H]5C)C[C@@H]4C)O3)C[C@H]2C)[C@@H]1C,DANUORFCFTYTSZ-SJSJOXFOSA-N,Chem.MolFromSmiles(sanitize=True); rdMolStandardize.Cleanup(default parameters); Chem.SanitizeMol; Chem.GetSymmSSSR,True
Nocodazole,Nocodazole,Nocodazole,#28,train,train|val_strain_only|val_time|test_strain_only|test_time,train,True,True,True,144,Nocodazole,Nocodazole,manual_override+pubchem_name_synonym,4122,4122,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/4122/property/ConnectivitySMILES,SMILES,InChIKey,MolecularFormula,IUPACName,Title/JSON",2026-08-13,eae9b7dbcdf8a2a1bc60651be7efefe37cb09e004bfe800a8791c3b7d86681e4|ca4ee8470dd520443af113de3ef004b5a2b702d5f126fb9e1f1d9e42e18a853c|7fb1ab7d9610f56f8917bec42541712ff24c897ddb7b7c5c62c6385c42cf618b,ConnectivitySMILES|SMILES,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CS3,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CS3,KYRVNWMVYQXFEU-UHFFFAOYSA-N,C14H11N3O3S,Nocodazole,confirmed,high,,,,Exact name resolves uniquely and PubChem title agrees.,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CS3,KYRVNWMVYQXFEU-UHFFFAOYSA-N,COC(=O)Nc1nc2ccc(C(=O)c3cccs3)cc2[nH]1,KYRVNWMVYQXFEU-UHFFFAOYSA-N,Chem.MolFromSmiles(sanitize=True); rdMolStandardize.Cleanup(default parameters); Chem.SanitizeMol; Chem.GetSymmSSSR,True
Nystatin dihydrate,Nystatin dihydrate,Nystatin dihydrate,#29,train,train|val_strain_only|val_time|test_strain_only|test_time,train,True,True,True,144,Nystatin dihydrate,Nystatin dihydrate,manual_override+pubchem_name_synonym,154809619,154809619,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/154809619/property/ConnectivitySMILES,SMILES,InChIKey,MolecularFormula,IUPACName,Title/JSON",2026-08-13,af1461b5550575ce5d490e129b98d7fe800138933591d487d8a4d4a44c3f5d5f|f3c6bd415c3f190600b195804d4dce7f669980890b283a4372ec1c092276d879|838b9ddc76719528e13b8d57191d55b7b36c8215501bdc5dd4e3136ae89e275f,ConnectivitySMILES|SMILES,CC1C=CC=CCCC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(C(CCC(CC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O.O.O,C[C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)OC2CC3C(C(CC(O3)(CC(C(CCC(CC(CC(CC(=O)OC(C(C(C(/C=C/C=C/CC/C=C/C=C/C=C/C=C2)C)O)C)C)O)O)O)O)O)O)O)C(=O)O)O)N)O.O.O,VXWFKTGGEJLHPP-LYAKXBBJSA-N,C47H79NO19,Nystatin dihydrate,confirmed,medium,,,multicomponent_or_salt|stereochemistry,Exact dihydrate entry selected; water removal for model parent is explicitly approved while raw hydrate is retained.,C[C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)OC2CC3C(C(CC(O3)(CC(C(CCC(CC(CC(CC(=O)OC(C(C(C(/C=C/C=C/CC/C=C/C=C/C=C/C=C2)C)O)C)C)O)O)O)O)O)O)O)C(=O)O)O)N)O.O.O,VXWFKTGGEJLHPP-LYAKXBBJSA-N,CC1/C=C/C=C/CC/C=C/C=C/C=C/C=CC(O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)CC2OC(O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,VQOXZBDYSJBXMA-LRUFXKSPSA-N,Chem.MolFromSmiles(sanitize=True); rdMolStandardize.Cleanup(default parameters); rdMolStandardize.FragmentParent(default parameters; manually approved); Chem.SanitizeMol; Chem.GetSymmSSSR,True
Oligomycin,Oligomycin,Oligomycin,#30,train,train|val_strain_only|val_time|test_strain_only|test_time,train,True,True,True,144,Oligomycin,oligomycin A,manual_override+pubchem_name_synonym,52947716,52947716,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/52947716/property/ConnectivitySMILES,SMILES,InChIKey,MolecularFormula,IUPACName,Title/JSON",2026-08-13,fbfc1748cfbb386bfb21964a4b487153d17c908ce3bd58db1ff68f55de4dd691|673830764f15f57f2ffd7953e9561ed41abb1c2e9a3fc4390f4a19d1259caf0b|8d52d3bd8981da9b3c9403eb4b892e79cbcd5dc4a009a4089754f487cf798abc|0a00c0b433adda1db8bc2668cb8d31233edece14d541157a0b4495da03fe3c6c,ConnectivitySMILES|SMILES,CCC1CCC2C(C(C(C3(O2)CCC(C(O3)CC(C)O)C)C)OC(=O)C=CC(C(C(C(=O)C(C(C(C(=O)C(C(C(CC=CC=C1)C)O)(C)O)C)O)C)C)O)C)C,CC[C@@H]\1CC[C@H]2[C@H]([C@H]([C@@H]([C@]3(O2)CC[C@@H]([C@@H](O3)C[C@@H](C)O)C)C)OC(=O)/C=C/[C@@H]([C@H]([C@@H](C(=O)[C@@H]([C@H]([C@@H](C(=O)[C@]([C@H]([C@@H](C/C=C/C=C1)C)O)(C)O)C)O)C)C)O)C)C,MNULEGDCPYONBU-AWJDAWNUSA-N,C45H74O11,Oligomycin A,proxy,medium,,,stereochemistry|name_not_exact_synonym|proxy_structure,The metadata gives a family name without component identity; Oligomycin A is an explicit proxy and is not claimed as exact.,CC[C@@H]\1CC[C@H]2[C@H]([C@H]([C@@H]([C@]3(O2)CC[C@@H]([C@@H](O3)C[C@@H](C)O)C)C)OC(=O)/C=C/[C@@H]([C@H]([C@@H](C(=O)[C@@H]([C@H]([C@@H](C(=O)[C@]([C@H]([C@@H](C/C=C/C=C1)C)O)(C)O)C)O)C)C)O)C)C,MNULEGDCPYONBU-AWJDAWNUSA-N,CC[C@H]1/C=C/C=C/C[C@@H](C)[C@H](O)[C@@](C)(O)C(=O)[C@@H](C)[C@H](O)[C@@H](C)C(=O)[C@@H](C)[C@H](O)[C@@H](C)/C=C/C(=O)O[C@@H]2[C@H](C)[C@H](CC1)O[C@]1(CC[C@H](C)[C@H](C[C@@H](C)O)O1)[C@H]2C,MNULEGDCPYONBU-AWJDAWNUSA-N,Chem.MolFromSmiles(sanitize=True); rdMolStandardize.Cleanup(default parameters); Chem.SanitizeMol; Chem.GetSymmSSSR,True
Parthenolide,Parthenolide,Parthenolide,#31,train,train|val_strain_only|val_time|test_strain_only|test_time,train,True,True,True,144,Parthenolide,Parthenolide,manual_override+pubchem_name_synonym,6473881,6473881,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/6473881/property/ConnectivitySMILES,SMILES,InChIKey,MolecularFormula,IUPACName,Title/JSON",2026-08-13,2738fad9bc8f83feb9833bf522e885eebc0b9b9ba4adec731138429f51d36be6|f2318449e9f47e532c061376eb1b828c77fb97507d0bbe637a0c83e8a0e9c4ad|be88815729cefeead78465ec516f77c52450579dafe0f89617c836c5f56d0eb6,ConnectivitySMILES|SMILES,CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C,C/C/1=C\CC[C@@]2([C@@H](O2)[C@@H]3[C@@H](CC1)C(=C)C(=O)O3)C,KTEXNACQROZXEV-SLXBATTESA-N,C15H20O3,Parthenolide,confirmed,high,,,stereochemistry,Exact name resolves uniquely and PubChem title agrees.,C/C/1=C\CC[C@@]2([C@@H](O2)[C@@H]3[C@@H](CC1)C(=C)C(=O)O3)C,KTEXNACQROZXEV-SLXBATTESA-N,C=C1C(=O)O[C@H]2[C@H]1CC/C(C)=C/CC[C@@]1(C)O[C@@H]21,KTEXNACQROZXEV-SLXBATTESA-N,Chem.MolFromSmiles(sanitize=True); rdMolStandardize.Cleanup(default parameters); Chem.SanitizeMol; Chem.GetSymmSSSR,True
Pentamidine isethionate,Pentamidine isethionate,Pentamidine isethionate,#32,val,val_chem_only|val_both|test_both,val_chem_only,False,True,True,143,Pentamidine isethionate,Pentamidine isethionate,manual_override+pubchem_name_synonym,8813,8813,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/8813/property/ConnectivitySMILES,SMILES,InChIKey,MolecularFormula,IUPACName,Title/JSON",2026-08-13,4f5e400b5c99fce728be0b768fc1c1707f5304e072aa9c965084acf54be6383f|4d406837801b25b10a196ded71f64b4626d134b2ad29d8b68833889b742f9465|44738737b8fd843e301fc85d6dbd89ac460cc44f5bd8bb152ac24365808e9681,ConnectivitySMILES|SMILES,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N.C(CS(=O)(=O)O)O.C(CS(=O)(=O)O)O,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N.C(CS(=O)(=O)O)O.C(CS(=O)(=O)O)O,YBVNFKZSMZGRAD-UHFFFAOYSA-N,C23H36N4O10S2,Pentamidine Isethionate,confirmed,medium,,,multicomponent_or_salt,Exact isethionate salt entry selected; counterion removal for model parent is explicitly approved while raw salt is retained.,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N.C(CS(=O)(=O)O)O.C(CS(=O)(=O)O)O,YBVNFKZSMZGRAD-UHFFFAOYSA-N,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,XDRYMKDFEDOLFX-UHFFFAOYSA-N,Chem.MolFromSmiles(sanitize=True); rdMolStandardize.Cleanup(default parameters); rdMolStandardize.FragmentParent(default parameters; manually approved); Chem.SanitizeMol; Chem.GetSymmSSSR,True
Plumbagin,Plumbagin,Plumbagin,#33,test,test_chem_only|test_both,test_chem_only,False,False,True,144,Plumbagin,Plumbagin,manual_override+pubchem_name_synonym,10205,10205,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/10205/property/ConnectivitySMILES,SMILES,InChIKey,MolecularFormula,IUPACName,Title/JSON",2026-08-13,afce82573da4ba29ad2e9b87591318481d640dd9d6521932cbb722cd8e4fb184|6f77d617b34a547f9196aea821e29855f9eda6383368e26a3d6718a4b4cec884|a4850f5b6cda5924e41ce3653ceb01721427e64bdb9fe7511e919245c606ede2,ConnectivitySMILES|SMILES,CC1=CC(=O)C2=C(C1=O)C=CC=C2O,CC1=CC(=O)C2=C(C1=O)C=CC=C2O,VCMMXZQDRFWYSE-UHFFFAOYSA-N,C11H8O3,Plumbagin,confirmed,high,,,,Exact name resolves uniquely and PubChem title agrees.,CC1=CC(=O)C2=C(C1=O)C=CC=C2O,VCMMXZQDRFWYSE-UHFFFAOYSA-N,CC1=CC(=O)c2c(O)cccc2C1=O,VCMMXZQDRFWYSE-UHFFFAOYSA-N,Chem.MolFromSmiles(sanitize=True); rdMolStandardize.Cleanup(default parameters); Chem.SanitizeMol; Chem.GetSymmSSSR,True
Quality Control,Quality Control,Quality Control,#48,train,train|val_strain_only|val_time|test_strain_only|test_time,train,True,True,True,144,,,special_control_rule,,,,,,,,,,,,special_control,none,quality_control,,special control; model chemistry feature intentionally disabled,Frozen task rule; not encoded as an ordinary perturbation molecule.,,,,,,False
